Date,original_date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,Method Code,CBSA Code,CBSA Name,County FIPS Code,County,Site Latitude,Site Longitude
2024-01-26,January 26/2024,AQS,60010009,1,0.018,ppm,17.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-01-27,01/27/2024,AQS,60010009,1,0.021,ppm,19.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-01-28,/2024,AQS,60010009,1,0.022,ppm,20.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-01-29,01/29/2024,AQS,60010009,1,0.024,ppm,22.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-01-30,01/30/2024,AQS,60010009,1,0.031,ppm,29.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-01-31,01/31/2024,AQS,60010009,1,0.034,ppm,31.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-01,/2024,AQS,60010009,1,0.034,ppm,31.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-02,02/02/2024,AQS,60010009,1,0.038,ppm,35.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-03,February 03/2024,AQS,60010009,1,0.037,ppm,34.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-04,02/04/2024,AQS,60010009,1,0.036,ppm,33.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-05,02/05/2024,AQS,60010009,1,0.034,ppm,31.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-06,02/06/2024,AQS,60010009,1,0.028,ppm,26.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-07,02/07/2024,AQS,60010009,1,0.036,ppm,33.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-08,/2024,AQS,60010009,1,0.029,ppm,29.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-09,02/09/2024,AQS,60010009,1,0.027,ppm,25.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-10,02/10/2024,AQS,60010009,1,0.029,ppm,27.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-11,02/11/2024,AQS,60010009,1,0.025,ppm,23.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-12,02/12/2024,AQS,60010009,1,0.029500000000000002,ppm,19.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-13,/2024,AQS,60010009,1,0.034,ppm,31.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-14,02/14/2024,AQS,60010009,1,0.029,ppm,27.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-15,/2024,AQS,60010009,1,0.036,ppm,33.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-16,/2024,AQS,60010009,1,0.018,ppm,17.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-17,February 17/2024,AQS,60010009,1,0.025,ppm,23.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-18,02/18/2024,AQS,60010009,1,0.037,ppm,34.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-19,02/19/2024,AQS,60010009,1,0.039,ppm,36.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-20,02/20/2024,AQS,60010009,1,0.032,ppm,30.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-21,02/21/2024,AQS,60010009,1,0.035,ppm,32.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-22,02/22/2024,AQS,60010009,1,0.031,ppm,29.0,Oakland,16.0,94.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-23,February 23/2024,AQS,60010009,1,0.029,ppm,27.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-24,February 24/2024,AQS,60010009,1,0.032,ppm,30.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-25,02/25/2024,AQS,60010009,1,0.039,ppm,36.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-26,02/26/2024,AQS,60010009,1,0.035,ppm,32.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-27,02/27/2024,AQS,60010009,1,0.033,ppm,31.0,Oakland,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-28,02/28/2024,AQS,60010009,1,0.03,ppm,28.0,Oakland,14.0,82.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-02-29,02/29/2024,AirNow,60010009,1,0.038,ppm,35.0,Oakland,19.0,79.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-01,March 01/2024,AirNow,60010009,1,0.039,ppm,36.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-02,03/02/2024,AirNow,60010009,1,0.04,ppm,37.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-03,March 03/2024,AirNow,60010009,1,0.039,ppm,36.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-04,March 04/2024,AirNow,60010009,1,0.039,ppm,36.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-05,03/05/2024,AirNow,60010009,1,0.028,ppm,26.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-06,/2024,AirNow,60010009,1,0.029,ppm,25.5,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-07,03/07/2024,AirNow,60010009,1,0.027,ppm,25.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-08,March 08/2024,AirNow,60010009,1,0.032,ppm,30.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-09,March 09/2024,AirNow,60010009,1,0.037,ppm,34.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-10,03/10/2024,AirNow,60010009,1,0.042,ppm,39.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-11,03/11/2024,AirNow,60010009,1,0.039,ppm,36.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-12,/2024,AirNow,60010009,1,0.034,ppm,36.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-13,03/13/2024,AirNow,60010009,1,0.036500000000000005,ppm,36.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-14,03/14/2024,AirNow,60010009,1,0.039,ppm,36.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-15,/2024,AirNow,60010009,1,0.038,ppm,35.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-16,March 16/2024,AirNow,60010009,1,0.038,ppm,35.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-17,/2024,AirNow,60010009,1,0.036,ppm,33.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-18,03/18/2024,AirNow,60010009,1,0.033,ppm,31.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-19,March 19/2024,AirNow,60010009,1,0.034,ppm,31.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-20,/2024,AirNow,60010009,1,0.037,ppm,34.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-21,03/21/2024,AirNow,60010009,1,0.038,ppm,35.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-22,03/22/2024,AirNow,60010009,1,0.037,ppm,34.0,Oakland,21.0,88.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-23,03/23/2024,AirNow,60010009,1,0.041,ppm,35.5,Oakland,21.0,88.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-24,March 24/2024,AirNow,60010009,1,0.04,ppm,37.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-25,March 25/2024,AirNow,60010009,1,0.042,ppm,39.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-26,03/26/2024,AirNow,60010009,1,0.0395,ppm,35.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-27,03/27/2024,AirNow,60010009,1,0.037,ppm,34.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-28,03/28/2024,AirNow,60010009,1,0.043,ppm,40.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-30,03/30/2024,AirNow,60010009,1,0.038,ppm,35.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-03-31,03/31/2024,AirNow,60010009,1,0.036,ppm,33.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-01,/2024,AirNow,60010009,1,0.038,ppm,35.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-02,/2024,AirNow,60010009,1,0.041499999999999995,ppm,38.5,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-03,04/03/2024,AirNow,60010009,1,0.045,ppm,42.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-04,April 04/2024,AirNow,60010009,1,0.044,ppm,41.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-05,April 05/2024,AirNow,60010009,1,0.038,ppm,35.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-06,/2024,AirNow,60010009,1,0.041,ppm,38.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-07,April 07/2024,AirNow,60010009,1,0.043,ppm,40.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-08,/2024,AirNow,60010009,1,0.035,ppm,32.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-09,/2024,AirNow,60010009,1,0.034,ppm,31.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-10,04/10/2024,AirNow,60010009,1,0.035,ppm,32.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-11,April 11/2024,AirNow,60010009,1,0.033,ppm,31.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-12,04/12/2024,AirNow,60010009,1,0.047,ppm,44.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-13,04/13/2024,AirNow,60010009,1,0.057,ppm,58.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-14,April 14/2024,AirNow,60010009,1,0.047,ppm,44.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-15,April 15/2024,AirNow,60010009,1,0.038,ppm,35.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-16,04/16/2024,AirNow,60010009,1,0.034,ppm,34.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-17,04/17/2024,AirNow,60010009,1,0.036,ppm,33.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-18,04/18/2024,AirNow,60010009,1,0.035,ppm,32.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-19,/2024,AirNow,60010009,1,0.04,ppm,37.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-20,April 20/2024,AirNow,60010009,1,0.044,ppm,41.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-21,04/21/2024,AirNow,60010009,1,0.036,ppm,33.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-22,04/22/2024,AirNow,60010009,1,0.041,ppm,38.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-23,04/23/2024,AirNow,60010009,1,0.043,ppm,40.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-24,04/24/2024,AirNow,60010009,1,0.041,ppm,38.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-25,04/25/2024,AirNow,60010009,1,0.034,ppm,31.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-26,April 26/2024,AirNow,60010009,1,0.032,ppm,30.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-27,/2024,AirNow,60010009,1,0.035,ppm,32.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
2024-04-28,04/28/2024,AirNow,60010009,1,0.034,ppm,31.0,Oakland,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.743065,-122.169935
